VEI,Start Year,End Year,Latitude,Longitude,Total SO2 Mass,SO2 Altitude Range Start,Volcano Name,Volcano Number,Eruption Number
3,2016,2017,53.93,-168.03,0,0,Bogoslof,311300,22182
3,1992,1992,53.93,-168.03,0,0,Bogoslof,311300,19863
2,1999,1999,12.506,-86.702,0,0,"Negro, Cerro",344070,10970
2,1995,1995,12.506,-86.702,0,0,"Negro, Cerro",344070,10966
3,1992,1992,12.506,-86.702,0,0,"Negro, Cerro",344070,10965
1,1986,1986,0.686,99.539,0,0,Sorikmarapi,261120,15414
1,2011,2011,-15.4,167.83,0,0,Aoba,257030,20752
2,2005,2006,-15.4,167.83,0,0,Aoba,257030,15237
2,1995,1995,-15.4,167.83,0,0,Aoba,257030,15236
2,2014,2014,-7.242,109.208,0,0,Slamet,263180,20933
1,2009,2009,-7.242,109.208,0,0,Slamet,263180,15765
1,1999,1999,-7.242,109.208,0,0,Slamet,263180,15763
1,1988,1988,-7.242,109.208,0,0,Slamet,263180,15762
-1,2008,2012,-10.38,165.8,2,3,Tinakula,256010,15210
2,2006,2007,-10.38,165.8,2,3,Tinakula,256010,15209
1,2002,2002,-10.38,165.8,0,0,Tinakula,256010,15207
1,2000,2001,-10.38,165.8,0,0,Tinakula,256010,15206
1,1999,1999,-10.38,165.8,0,0,Tinakula,256010,15205
1,1995,1995,-10.38,165.8,0,0,Tinakula,256010,15204
1,1989,1990,-10.38,165.8,0,0,Tinakula,256010,15203
2,1984,1985,-10.38,165.8,0,0,Tinakula,256010,15202
-1,1995,1995,53.891,-166.923,10,12,Makushin,311310,19992
1,1993,1994,53.891,-166.923,0,0,Makushin,311310,19991
1,1987,1987,53.891,-166.923,0,0,Makushin,311310,19990
1,1980,1980,53.891,-166.923,10,12,Makushin,311310,19988
3,2003,2003,-8.365,122.833,0,0,Leroboleng,264200,16308
1,1995,1996,33.086,131.249,0,0,Kujusan,282120,17365
-1,2012,2012,18.13,145.8,320,20,Pagan,284170,20804
2,2011,2011,18.13,145.8,0,0,Pagan,284170,20803
1,2010,2010,18.13,145.8,0,0,Pagan,284170,18524
1,2006,2006,18.13,145.8,0,0,Pagan,284170,18522
1,1996,1996,18.13,145.8,0,0,Pagan,284170,18521
2,1993,1993,18.13,145.8,0,0,Pagan,284170,18520
1,1992,1992,18.13,145.8,0,0,Pagan,284170,18519
2,1988,1988,18.13,145.8,0,0,Pagan,284170,18518
1,1987,1987,18.13,145.8,0,0,Pagan,284170,18516
4,1981,1985,18.13,145.8,320,20,Pagan,284170,18515
3,2014,2015,14.95,-24.35,0,0,Fogo,384010,20977
2,1995,1995,14.95,-24.35,0,0,Fogo,384010,13137
-1,2008,2017,-16.25,168.12,10,11.3,Ambrym,257040,15297
2,2006,2007,-16.25,168.12,0,0,Ambrym,257040,15296
1,1996,2005,-16.25,168.12,0,0,Ambrym,257040,15295
1,1994,1994,-16.25,168.12,0,0,Ambrym,257040,15290
2,1990,1991,-16.25,168.12,0,0,Ambrym,257040,15289
2,1989,1989,-16.25,168.12,0,0,Ambrym,257040,15288
3,1988,1988,-16.25,168.12,0,0,Ambrym,257040,15287
2,1986,1986,-16.25,168.12,10,11.3,Ambrym,257040,15286
2,1984,1986,-16.25,168.12,0,0,Ambrym,257040,15285
2,1983,1983,-16.25,168.12,0,0,Ambrym,257040,15284
2,1981,1981,-16.25,168.12,0,0,Ambrym,257040,15283
3,1980,1980,-16.25,168.12,0,0,Ambrym,257040,15282
2,1979,1979,-16.25,168.12,0,0,Ambrym,257040,15281
2,1979,1979,-16.25,168.12,0,0,Ambrym,257040,15280
0,1995,1995,-37.721,77.825,0,0,Boomerang Seamount,234000,14393
1,2015,2015,-0.381,100.473,0,0,Marapi,261140,22111
1,2014,2014,-0.381,100.473,0,0,Marapi,261140,20931
1,2012,2012,-0.381,100.473,0,0,Marapi,261140,20797
1,2012,2012,-0.381,100.473,0,0,Marapi,261140,20796
2,2011,2011,-0.381,100.473,0,0,Marapi,261140,20795
2,2004,2004,-0.381,100.473,0,0,Marapi,261140,15479
2,2001,2001,-0.381,100.473,0,0,Marapi,261140,15478
2,2000,2000,-0.381,100.473,0,0,Marapi,261140,15477
2,1999,1999,-0.381,100.473,0,0,Marapi,261140,15476
2,1987,1994,-0.381,100.473,0,0,Marapi,261140,15475
1,1984,1984,-0.381,100.473,0,0,Marapi,261140,15474
1,1983,1983,-0.381,100.473,0,0,Marapi,261140,15472
1,1982,1982,-0.381,100.473,0,0,Marapi,261140,15471
1,1982,1982,-0.381,100.473,0,0,Marapi,261140,15470
1,1980,1980,-0.381,100.473,0,0,Marapi,261140,15469
0,2005,2005,-53.03,72.6,0,0,McDonald Islands,234011,14399
1,2001,2001,-53.03,72.6,0,0,McDonald Islands,234011,14397
1,1996,1997,-53.03,72.6,0,0,McDonald Islands,234011,14396
0,1992,1992,-53.03,72.6,0,0,McDonald Islands,234011,14395
1,2000,2000,52.449,158.196,0,0,Mutnovsky,300060,18973
2,2000,2000,52.449,158.196,0,0,Mutnovsky,300060,18972
1,1993,1993,-8.342,123.258,0,0,Iliboleng,264220,16328
1,1991,1991,-8.342,123.258,0,0,Iliboleng,264220,16327
1,1991,1991,-8.342,123.258,0,0,Iliboleng,264220,16326
2,1987,1987,-8.342,123.258,0,0,Iliboleng,264220,16325
1,1986,1986,-8.342,123.258,0,0,Iliboleng,264220,16324
2,1983,1984,-8.342,123.258,0,0,Iliboleng,264220,16323
2,1982,1982,-8.342,123.258,0,0,Iliboleng,264220,16322
0,1993,1994,18.78,-110.95,0,0,Socorro,341021,10377
0,2012,2017,-53.106,73.513,0,0,Heard,234010,20768
0,2006,2008,-53.106,73.513,0,0,Heard,234010,14412
0,2003,2004,-53.106,73.513,0,0,Heard,234010,14410
2,2000,2001,-53.106,73.513,0,0,Heard,234010,14409
2,1993,1993,-53.106,73.513,0,0,Heard,234010,14408
0,1992,1992,-53.106,73.513,0,0,Heard,234010,14407
2,1985,1987,-53.106,73.513,0,0,Heard,234010,14405
2,2007,2007,-16.507,168.346,0,0,Lopevi,257050,15322
2,2005,2006,-16.507,168.346,0,0,Lopevi,257050,15321
2,2005,2005,-16.507,168.346,0,0,Lopevi,257050,15320
2,2004,2004,-16.507,168.346,0,0,Lopevi,257050,15319
3,2003,2003,-16.507,168.346,0,0,Lopevi,257050,15318
3,2001,2001,-16.507,168.346,0,0,Lopevi,257050,15317
3,1998,2000,-16.507,168.346,0,0,Lopevi,257050,15316
2,1982,1982,-16.507,168.346,0,0,Lopevi,257050,15315
3,1980,1980,-16.507,168.346,0,0,Lopevi,257050,15314
2,1979,1979,-16.507,168.346,0,0,Lopevi,257050,15313
0,2001,2002,-32.958,-5.22,0,0,Unnamed,385052,13144
1,1992,1992,54.134,-165.986,0,0,Akutan,311320,20038
2,1992,1992,54.134,-165.986,0,0,Akutan,311320,20037
2,1991,1991,54.134,-165.986,0,0,Akutan,311320,20036
2,1990,1990,54.134,-165.986,0,0,Akutan,311320,20035
2,1990,1990,54.134,-165.986,0,0,Akutan,311320,20034
2,1989,1989,54.134,-165.986,0,0,Akutan,311320,20033
2,1988,1988,54.134,-165.986,0,0,Akutan,311320,20032
2,1987,1987,54.134,-165.986,0,0,Akutan,311320,20031
2,1986,1986,54.134,-165.986,0,0,Akutan,311320,20030
2,1982,1983,54.134,-165.986,0,0,Akutan,311320,20029
2,1980,1980,54.134,-165.986,0,0,Akutan,311320,20028
-1,2004,2008,46.2,-122.18,35,16,St. Helens,321050,20560
3,1990,1991,46.2,-122.18,0,0,St. Helens,321050,20559
2,1989,1990,46.2,-122.18,0,0,St. Helens,321050,20558
5,1980,1986,46.2,-122.18,35,16,St. Helens,321050,20557
-1,2015,2016,12.423,-86.539,1.5,2,Momotombo,344090,22107
1,2015,2017,11.984,-86.161,0,0,Masaya,344100,22108
1,2012,2012,11.984,-86.161,0,0,Masaya,344100,22143
1,2008,2008,11.984,-86.161,0,0,Masaya,344100,11042
1,2006,2006,11.984,-86.161,0,0,Masaya,344100,11041
1,2005,2005,11.984,-86.161,0,0,Masaya,344100,11040
1,2003,2003,11.984,-86.161,0,0,Masaya,344100,11038
1,2001,2001,11.984,-86.161,0,0,Masaya,344100,11037
1,1999,2000,11.984,-86.161,0,0,Masaya,344100,11036
1,1998,1998,11.984,-86.161,0,0,Masaya,344100,11035
1,1997,1997,11.984,-86.161,0,0,Masaya,344100,11034
1,1996,1996,11.984,-86.161,0,0,Masaya,344100,11033
1,1993,1994,11.984,-86.161,0,0,Masaya,344100,11032
1,1989,1989,11.984,-86.161,0,0,Masaya,344100,11031
1,1987,1987,11.984,-86.161,0,0,Masaya,344100,11030
1,2012,2012,-8.272,123.505,0,0,Lewotolo,264230,20791
1,2010,2010,52.559,158.03,0,0,Gorely,300070,19026
2,1984,1986,52.559,158.03,0,0,Gorely,300070,19025
3,1980,1981,52.559,158.03,0,0,Gorely,300070,19024
1,2009,2009,-7.2,109.879,0,0,Dieng Volcanic Complex,263200,15793
1,2009,2009,-7.2,109.879,0,0,Dieng Volcanic Complex,263200,15792
1,2003,2003,-7.2,109.879,0,0,Dieng Volcanic Complex,263200,15791
1,1996,1996,-7.2,109.879,0,0,Dieng Volcanic Complex,263200,15790
1,1993,1993,-7.2,109.879,0,0,Dieng Volcanic Complex,263200,15789
1,1986,1986,-7.2,109.879,0,0,Dieng Volcanic Complex,263200,15788
1,1981,1981,-7.2,109.879,0,0,Dieng Volcanic Complex,263200,15787
1,1979,1979,-7.2,109.879,0,0,Dieng Volcanic Complex,263200,15786
3,2010,2010,16.58,145.78,0,0,South Sarigan Seamount,284193,18529
1,1996,1996,37.647,140.281,0,0,Adatarayama,283170,17913
2,2004,2004,-16.68,168.37,0,0,Epi,257060,15332
1,2002,2002,-16.68,168.37,0,0,Epi,257060,15331
1,1999,1999,-16.68,168.37,0,0,Epi,257060,15330
0,1979,1979,-16.68,168.37,0,0,Epi,257060,15095
3,1991,1992,54.518,-164.65,0,0,Westdahl,311340,20046
2,2011,2012,27.73,-18.03,0,0,Hierro,383020,20769
-1,2007,2007,-0.979,100.681,1,8,Talang,261160,15499
2,2007,2007,-0.979,100.681,0,0,Talang,261160,15498
1,2006,2006,-0.979,100.681,0,0,Talang,261160,15497
2,2005,2005,-0.979,100.681,1,8,Talang,261160,15496
1,2001,2001,-0.979,100.681,0,0,Talang,261160,15494
-1,2007,2008,16.35,145.67,2324.2,3,Anatahan,284200,18538
2,2006,2006,16.35,145.67,0,0,Anatahan,284200,18537
3,2004,2005,16.35,145.67,0,0,Anatahan,284200,18536
3,2003,2003,16.35,145.67,0,0,Anatahan,284200,18535
0,1995,1995,15.62,145.57,0,0,Ruby,284202,18534
2,2000,2017,-6.137,155.196,0,0,Bagana,255020,15139
1,2016,2016,-1.697,101.264,0,0,Kerinci,261170,22172
2,2016,2016,-1.697,101.264,0,0,Kerinci,261170,22125
2,2013,2013,-1.697,101.264,0,0,Kerinci,261170,22216
1,2011,2011,-1.697,101.264,0,0,Kerinci,261170,22217
1,2009,2009,-1.697,101.264,0,0,Kerinci,261170,15533
1,2008,2008,-1.697,101.264,0,0,Kerinci,261170,15532
1,2007,2007,-1.697,101.264,0,0,Kerinci,261170,15531
2,2004,2004,-1.697,101.264,0,0,Kerinci,261170,15529
2,2001,2002,-1.697,101.264,0,0,Kerinci,261170,15528
2,1999,1999,-1.697,101.264,0,0,Kerinci,261170,15527
2,1998,1998,-1.697,101.264,0,0,Kerinci,261170,15526
2,1998,1998,-1.697,101.264,0,0,Kerinci,261170,15525
1,1996,1996,-1.697,101.264,0,0,Kerinci,261170,15522
2,1990,1990,-1.697,101.264,0,0,Kerinci,261170,15521
-1,2007,2007,-11.75,43.38,0.6,7.4,Karthala,233010,14208
0,2006,2006,-11.75,43.38,0,0,Karthala,233010,14207
3,2005,2005,-11.75,43.38,0,0,Karthala,233010,14206
2,2005,2005,-11.75,43.38,0,0,Karthala,233010,14205
2,1991,1991,-11.75,43.38,0,0,Karthala,233010,14204
2,2013,2017,19.514,-103.62,0,0,Colima,341040,20759
3,1997,2011,19.514,-103.62,0,0,Colima,341040,10475
1,1994,1994,19.514,-103.62,0,0,Colima,341040,10474
2,1991,1991,19.514,-103.62,0,0,Colima,341040,10473
1,1987,1987,19.514,-103.62,0,0,Colima,341040,10471
1,1985,1986,19.514,-103.62,0,0,Colima,341040,10470
0,2003,2010,14.601,144.775,0,0,NW Rota-1,284211,18539
-1,2016,2016,13.434,-88.269,5,12.1,San Miguel,343100,22154
1,2016,2016,13.434,-88.269,0,0,San Miguel,343100,22117
1,2015,2015,13.434,-88.269,0,0,San Miguel,343100,22233
1,2015,2015,13.434,-88.269,0,0,San Miguel,343100,20994
2,2013,2014,13.434,-88.269,5,12.1,San Miguel,343100,20906
1,2002,2002,13.434,-88.269,0,0,San Miguel,343100,10866
1,1997,1997,13.434,-88.269,0,0,San Miguel,343100,10865
1,1995,1995,13.434,-88.269,0,0,San Miguel,343100,10864
1,1985,1986,13.434,-88.269,0,0,San Miguel,343100,10863
-1,2016,2016,50.324,155.461,5,5,Chikurachki,290360,22153
2,2016,2016,50.324,155.461,4,6.8,Chikurachki,290360,22127
3,2015,2015,50.324,155.461,5,8,Chikurachki,290360,20990
2,2008,2008,50.324,155.461,0,0,Chikurachki,290360,18860
2,2007,2007,50.324,155.461,0,0,Chikurachki,290360,18859
2,2007,2007,50.324,155.461,0,0,Chikurachki,290360,18858
1,2005,2005,50.324,155.461,5,5,Chikurachki,290360,18857
2,2003,2003,50.324,155.461,0,0,Chikurachki,290360,18856
2,2002,2002,50.324,155.461,0,0,Chikurachki,290360,18855
4,1986,1986,50.324,155.461,0,0,Chikurachki,290360,18854
1,2009,2011,11.538,-85.622,0,0,Concepcion,344120,11080
1,2008,2008,11.538,-85.622,0,0,Concepcion,344120,11077
2,2007,2007,11.538,-85.622,0,0,Concepcion,344120,11076
1,2007,2007,11.538,-85.622,0,0,Concepcion,344120,11075
2,2006,2006,11.538,-85.622,0,0,Concepcion,344120,11074
2,2005,2005,11.538,-85.622,0,0,Concepcion,344120,11073
1,1999,1999,11.538,-85.622,0,0,Concepcion,344120,11072
2,1988,1988,11.538,-85.622,0,0,Concepcion,344120,11071
1,1985,1986,11.538,-85.622,0,0,Concepcion,344120,11070
2,1984,1985,11.538,-85.622,0,0,Concepcion,344120,11069
2,1983,1983,11.538,-85.622,0,0,Concepcion,344120,11068
2,1982,1982,11.538,-85.622,0,0,Concepcion,344120,11067
0,2013,2013,-8.53,123.57,0,0,Iliwerung,264250,20912
0,1999,1999,-8.53,123.57,0,0,Iliwerung,264250,16350
2,1993,1993,-8.53,123.57,0,0,Iliwerung,264250,16349
1,1983,1983,-8.53,123.57,0,0,Iliwerung,264250,16348
-1,2008,2009,53.321,158.712,2,4,Koryaksky,300090,19045
-1,2016,2016,-21.244,55.708,4,7.6,"Fournaise, Piton de la",233020,22145
0,2016,2016,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,22144
0,2015,2015,-21.244,55.708,2,7.6,"Fournaise, Piton de la",233020,20982
0,2014,2014,-21.244,55.708,1,7.6,"Fournaise, Piton de la",233020,20919
1,2010,2010,-21.244,55.708,1,7.6,"Fournaise, Piton de la",233020,14392
1,2009,2010,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14391
1,2008,2009,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14390
1,2006,2007,-21.244,55.708,1,7.6,"Fournaise, Piton de la",233020,14389
0,2005,2006,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14388
0,2005,2005,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14386
0,2004,2004,-21.244,55.708,0.5,7.6,"Fournaise, Piton de la",233020,14385
1,2003,2004,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14384
2,2002,2002,-21.244,55.708,4,7.6,"Fournaise, Piton de la",233020,14383
1,2002,2002,-21.244,55.708,4,7.6,"Fournaise, Piton de la",233020,14382
1,2001,2001,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14381
1,2001,2001,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14380
1,2000,2000,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14379
1,2000,2000,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14378
1,1999,1999,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14377
1,1998,1998,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14376
1,1992,1992,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14375
0,1991,1991,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14374
0,1990,1990,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14373
1,1985,1988,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14372
2,1983,1984,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14371
2,1981,1981,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14370
1,1979,1979,-21.244,55.708,0,0,"Fournaise, Piton de la",233020,14369
2,2007,2015,-7.791,123.585,0,0,"Tara, Batu",264260,16353
1,2001,2001,53.256,158.836,0,0,Avachinsky,300100,19104
2,1991,1991,53.256,158.836,0,0,Avachinsky,300100,19103
1,2014,2015,54.756,-163.97,0,0,Shishaldin,311360,20937
2,2004,2004,54.756,-163.97,0,0,Shishaldin,311360,20100
3,1999,1999,54.756,-163.97,0,0,Shishaldin,311360,20097
1,1998,1998,54.756,-163.97,0,0,Shishaldin,311360,20096
1,1997,1997,54.756,-163.97,0,0,Shishaldin,311360,20095
3,1995,1996,54.756,-163.97,0,0,Shishaldin,311360,20094
2,1993,1993,54.756,-163.97,0,0,Shishaldin,311360,20091
2,1986,1987,54.756,-163.97,0,0,Shishaldin,311360,20090
2,1979,1979,54.756,-163.97,0,0,Shishaldin,311360,20088
2,2016,2017,50.686,156.014,0,0,Ebeko,290380,22176
1,2010,2010,50.686,156.014,0,0,Ebeko,290380,18879
1,2009,2009,50.686,156.014,0,0,Ebeko,290380,18878
2,2005,2005,50.686,156.014,0,0,Ebeko,290380,18877
1,1991,1991,50.686,156.014,0,0,Ebeko,290380,18876
2,1989,1990,50.686,156.014,0,0,Ebeko,290380,18875
1,1987,1988,50.686,156.014,0,0,Ebeko,290380,18874
1,2015,2015,-8.508,124.13,0,0,Sirung,264270,21086
2,2012,2012,-8.508,124.13,0,0,Sirung,264270,20819
-1,2002,2017,14.473,-90.88,1,8,Fuego,342090,10733
2,1999,2000,14.473,-90.88,0,0,Fuego,342090,10732
1,1987,1987,14.473,-90.88,0,0,Fuego,342090,10731
1,2015,2016,50.861,155.565,0,0,Alaid,290390,21096
2,2012,2012,50.861,155.565,0,0,Alaid,290390,20750
2,1996,1996,50.861,155.565,0,0,Alaid,290390,18891
2,1986,1986,50.861,155.565,0,0,Alaid,290390,18890
2,1982,1982,50.861,155.565,0,0,Alaid,290390,18889
2,1981,1981,50.861,155.565,0,0,Alaid,290390,18888
4,1981,1981,50.861,155.565,0,0,Alaid,290390,18887
1,2004,2004,-46.9,37.75,0,0,Marion Island,234070,14414
1,1980,1980,-46.9,37.75,0,0,Marion Island,234070,14413
-1,2014,2014,-7.542,110.442,300,17,Merapi,263250,20892
2,2013,2013,-7.542,110.442,0,0,Merapi,263250,20842
4,2010,2012,-7.542,110.442,300,17,Merapi,263250,15925
1,2006,2007,-7.542,110.442,0,0,Merapi,263250,15923
2,1992,2002,-7.542,110.442,0,0,Merapi,263250,15922
2,1986,1990,-7.542,110.442,0,0,Merapi,263250,15917
1,2014,2014,-8.991,157.979,0,0,Kavachi,255060,20920
1,2007,2007,-8.991,157.979,0,0,Kavachi,255060,15180
1,2004,2004,-8.991,157.979,0,0,Kavachi,255060,15179
1,1999,2003,-8.991,157.979,0,0,Kavachi,255060,15178
1,1999,1999,-8.991,157.979,0,0,Kavachi,255060,15176
1,1997,1997,-8.991,157.979,0,0,Kavachi,255060,15174
2,1991,1991,-8.991,157.979,0,0,Kavachi,255060,15173
1,1986,1986,-8.991,157.979,0,0,Kavachi,255060,15172
1,1985,1986,-8.991,157.979,0,0,Kavachi,255060,15171
2,1982,1982,-8.991,157.979,0,0,Kavachi,255060,15170
1,1980,1981,-8.991,157.979,0,0,Kavachi,255060,15168
3,1996,1996,53.98,159.45,0,0,Akademia Nauk,300125,19125
-1,2016,2017,14.382,-90.601,1,3,Pacaya,342110,22157
2,2013,2014,14.382,-90.601,0,0,Pacaya,342110,20802
3,2006,2010,14.382,-90.601,0,0,Pacaya,342110,22213
3,2004,2005,14.382,-90.601,0,0,Pacaya,342110,19887
1,2002,2002,14.382,-90.601,0,0,Pacaya,342110,19886
1,2001,2001,14.382,-90.601,0,0,Pacaya,342110,19880
1,2000,2001,14.382,-90.601,0,0,Pacaya,342110,10763
3,1990,2000,14.382,-90.601,0,0,Pacaya,342110,10762
-1,2016,2016,53.589,159.15,10,10,Zhupanovsky,300120,22177
3,2014,2016,53.589,159.15,0,0,Zhupanovsky,300120,20908
3,2013,2013,53.589,159.15,0,0,Zhupanovsky,300120,20907
2,2016,2016,54.049,159.443,0,0,Karymsky,300130,22178
3,2001,2016,54.049,159.443,0,0,Karymsky,300130,19187
3,1996,2000,54.049,159.443,0,0,Karymsky,300130,19186
-1,2005,2017,19.023,-98.622,7,13,Popocatepetl,341090,10556
2,2004,2004,19.023,-98.622,0,0,Popocatepetl,341090,10552
3,1996,2003,19.023,-98.622,0,0,Popocatepetl,341090,10551
2,1994,1995,19.023,-98.622,0,0,Popocatepetl,341090,10550
1,2000,2000,-3.522,102.615,0,0,Kaba,261220,15548
0,1998,2000,38.73,-27.32,0,0,Terceira,382050,19963
2,2016,2017,-5.525,148.42,0,0,Langila,252010,22123
1,2012,2012,-5.525,148.42,0,0,Langila,252010,20788
2,2009,2010,-5.525,148.42,0,0,Langila,252010,15003
2,2006,2008,-5.525,148.42,0,0,Langila,252010,15002
2,2005,2006,-5.525,148.42,0,0,Langila,252010,15001
2,2004,2004,-5.525,148.42,0,0,Langila,252010,15000
2,2004,2004,-5.525,148.42,0,0,Langila,252010,14999
2,2002,2003,-5.525,148.42,0,0,Langila,252010,14998
1,2009,2009,-4.03,103.13,0,0,Dempo,261230,15575
1,2006,2006,-4.03,103.13,0,0,Dempo,261230,15574
1,1994,1994,-4.03,103.13,0,0,Dempo,261230,15573
-1,2014,2014,-7.93,112.308,200,19,Kelut,263280,20934
2,2007,2008,-7.93,112.308,0,0,Kelut,263280,15958
4,1990,1990,-7.93,112.308,0,0,Kelut,263280,15957
-1,2016,2017,12.77,124.05,1,7,Bulusan,273010,22151
2,2016,2016,12.77,124.05,0,0,Bulusan,273010,22114
2,2015,2015,12.77,124.05,0,0,Bulusan,273010,21072
2,2010,2011,12.77,124.05,0,0,Bulusan,273010,16772
2,2006,2007,12.77,124.05,1,7,Bulusan,273010,16771
2,2006,2006,12.77,124.05,1,7,Bulusan,273010,16770
2,1994,1995,12.77,124.05,0,0,Bulusan,273010,16769
2,1988,1988,12.77,124.05,0,0,Bulusan,273010,16768
2,1983,1983,12.77,124.05,0,0,Bulusan,273010,16767
3,1981,1981,12.77,124.05,0,0,Bulusan,273010,16766
3,1979,1980,12.77,124.05,0,0,Bulusan,273010,16765
-1,2013,2017,37.748,14.999,9.3,4,Etna,211060,20841
1,2010,2013,37.748,14.999,0,0,Etna,211060,13854
2,2010,2010,37.748,14.999,0,0,Etna,211060,13853
1,2008,2009,37.748,14.999,0,0,Etna,211060,13852
2,2007,2008,37.748,14.999,6,6,Etna,211060,13849
2,2006,2006,37.748,14.999,9.3,4,Etna,211060,13848
1,2005,2005,37.748,14.999,0,0,Etna,211060,13847
1,2004,2005,37.748,14.999,0,0,Etna,211060,13846
1,2004,2004,37.748,14.999,0,0,Etna,211060,13838
1,2003,2003,37.748,14.999,0,0,Etna,211060,13837
3,2002,2003,37.748,14.999,0,0,Etna,211060,13836
1,2001,2002,37.748,14.999,0,0,Etna,211060,13835
2,2001,2001,37.748,14.999,0,0,Etna,211060,13832
3,1994,2001,37.748,14.999,0,0,Etna,211060,13831
1,1993,1993,37.748,14.999,0,0,Etna,211060,13827
1,1993,1993,37.748,14.999,0,0,Etna,211060,13826
2,1991,1993,37.748,14.999,0,0,Etna,211060,13825
3,1989,1992,37.748,14.999,0,0,Etna,211060,13821
2,1989,1989,37.748,14.999,0,0,Etna,211060,13820
1,1988,1989,37.748,14.999,0,0,Etna,211060,13819
2,1987,1987,37.748,14.999,0,0,Etna,211060,13818
2,1986,1987,37.748,14.999,0,0,Etna,211060,13817
2,1986,1986,37.748,14.999,0,0,Etna,211060,13816
1,1985,1985,37.748,14.999,0,0,Etna,211060,13815
1,1985,1985,37.748,14.999,0,0,Etna,211060,13814
3,1984,1986,37.748,14.999,0,0,Etna,211060,13813
1,1984,1984,37.748,14.999,0,0,Etna,211060,13812
1,1983,1983,37.748,14.999,0,0,Etna,211060,13811
2,1981,1981,37.748,14.999,0,0,Etna,211060,13810
2,1981,1981,37.748,14.999,0,0,Etna,211060,13809
2,1981,1981,37.748,14.999,0,0,Etna,211060,13808
3,1980,1980,37.748,14.999,0,0,Etna,211060,13807
3,1979,1980,37.748,14.999,0,0,Etna,211060,13806
2,1979,1992,37.748,14.999,0,0,Etna,211060,13805
-1,2005,2013,16.72,-62.18,2,12,Soufriere Hills,360050,12348
3,2004,2004,16.72,-62.18,5,7,Soufriere Hills,360050,12347
3,1995,2003,16.72,-62.18,0,0,Soufriere Hills,360050,12346
1,1997,1997,39.964,140.757,0,0,Akita-Yakeyama,283260,18090
1,1997,1997,39.964,140.757,0,0,Akita-Yakeyama,283260,18089
-1,2015,2015,-41.33,-72.618,400,20,Calbuco,358020,21076
0,2014,2014,13.257,123.685,0,0,Mayon,273030,20959
2,2013,2013,13.257,123.685,0,0,Mayon,273030,20798
2,2009,2010,13.257,123.685,0,0,Mayon,273030,16819
1,2008,2008,13.257,123.685,0,0,Mayon,273030,16818
1,2006,2006,13.257,123.685,0,0,Mayon,273030,16817
1,2006,2006,13.257,123.685,0,0,Mayon,273030,16816
0,2005,2005,13.257,123.685,0,0,Mayon,273030,16815
1,2004,2004,13.257,123.685,0,0,Mayon,273030,16814
2,2003,2003,13.257,123.685,0,0,Mayon,273030,16812
1,2002,2002,13.257,123.685,0,0,Mayon,273030,16811
3,2001,2001,13.257,123.685,0,0,Mayon,273030,16810
2,2000,2000,13.257,123.685,0,0,Mayon,273030,16809
3,1999,2000,13.257,123.685,0,0,Mayon,273030,16808
2,1993,1993,13.257,123.685,0,0,Mayon,273030,16807
3,1984,1984,13.257,123.685,0,0,Mayon,273030,16806
-1,1982,1982,17.36,-93.228,8090,17,"Chichon, El",341120,10610
1,1999,1999,62.006,-144.017,0,0,Wrangell,315020,20419
-1,2015,2016,-7.942,112.95,5,4,Tengger Caldera,263310,22103
3,2010,2012,-7.942,112.95,5,4,Tengger Caldera,263310,16064
2,2004,2004,-7.942,112.95,0,0,Tengger Caldera,263310,16063
2,2000,2001,-7.942,112.95,0,0,Tengger Caldera,263310,16062
1,1995,1995,-7.942,112.95,0,0,Tengger Caldera,263310,16061
1,1995,1995,-7.942,112.95,0,0,Tengger Caldera,263310,16060
1,1984,1984,-7.942,112.95,0,0,Tengger Caldera,263310,16059
1,1983,1983,-7.942,112.95,0,0,Tengger Caldera,263310,16058
2,1980,1980,-7.942,112.95,0,0,Tengger Caldera,263310,16056
-1,2014,2017,-4.08,145.037,3,16,Manam,251020,20956
2,2010,2013,-4.08,145.037,0,0,Manam,251020,14935
4,2004,2009,-4.08,145.037,38,17,Manam,251020,14934
1,2003,2004,-4.08,145.037,0,0,Manam,251020,14933
1,2003,2003,-4.08,145.037,0,0,Manam,251020,14932
2,2002,2002,-4.08,145.037,0,0,Manam,251020,14931
