VEI,Start Year,End Year,Latitude,Longitude,Total SO2 Mass,SO2 Altitude Range Start,Volcano Name,Volcano Number,Eruption Number
1,2004,2004,12.606,-86.84,0,0,Telica,344040,10937
0,2002,2002,12.606,-86.84,0,0,Telica,344040,10936
1,2001,2001,12.606,-86.84,0,0,Telica,344040,10935
2,1999,2000,12.606,-86.84,0,0,Telica,344040,10934
2,1994,1994,12.606,-86.84,0,0,Telica,344040,10933
1,1987,1987,12.606,-86.84,0,0,Telica,344040,10932
2,1981,1982,12.606,-86.84,0,0,Telica,344040,10931
1,1981,1981,12.606,-86.84,0,0,Telica,344040,10930
3,2017,2017,51.306,156.875,0,0,Kambalny,300010,22198
-1,2011,2011,31.934,130.862,30,4,Kirishimayama,282090,20782
1,2010,2010,31.934,130.862,0,0,Kirishimayama,282090,17165
1,2009,2009,31.934,130.862,0,0,Kirishimayama,282090,17164
1,2008,2008,31.934,130.862,0,0,Kirishimayama,282090,17163
1,1991,1992,31.934,130.862,0,0,Kirishimayama,282090,17162
1,1979,1979,31.934,130.862,0,0,Kirishimayama,282090,17161
2,2003,2003,-8.542,122.775,0,0,Lewotobi,264180,16304
1,2002,2002,-8.542,122.775,0,0,Lewotobi,264180,16300
2,1999,1999,-8.542,122.775,0,0,Lewotobi,264180,16299
1,1991,1992,-8.542,122.775,0,0,Lewotobi,264180,16298
1,1990,1990,-8.542,122.775,0,0,Lewotobi,264180,16297
2,1996,1996,32.761,130.299,0,0,Unzendake,282100,17182
1,1990,1995,32.761,130.299,0,0,Unzendake,282100,17181
1,1983,1983,36.618,138.528,0,0,Kusatsu-Shiranesan,283120,17844
1,1982,1982,36.618,138.528,0,0,Kusatsu-Shiranesan,283120,17843
1,2016,2016,-56.3,-27.57,0,0,Zavodovski,390130,22159
3,2016,2016,32.884,131.104,0,0,Asosan,282110,22174
2,2014,2016,32.884,131.104,0,0,Asosan,282110,20960
1,2014,2014,32.884,131.104,0,0,Asosan,282110,20935
1,2011,2011,32.884,131.104,0,0,Asosan,282110,20753
1,2008,2008,32.884,131.104,0,0,Asosan,282110,17351
1,2005,2005,32.884,131.104,0,0,Asosan,282110,17350
1,2004,2004,32.884,131.104,0,0,Asosan,282110,17349
1,2003,2003,32.884,131.104,0,0,Asosan,282110,17348
2,1994,1995,32.884,131.104,0,0,Asosan,282110,17347
2,1992,1993,32.884,131.104,0,0,Asosan,282110,17346
2,1989,1991,32.884,131.104,0,0,Asosan,282110,17345
1,1988,1989,32.884,131.104,0,0,Asosan,282110,17344
1,1984,1985,32.884,131.104,0,0,Asosan,282110,17343
1,1983,1983,32.884,131.104,0,0,Asosan,282110,17342
1,1981,1981,32.884,131.104,0,0,Asosan,282110,17341
1,1980,1980,32.884,131.104,0,0,Asosan,282110,17340
2,1979,1980,32.884,131.104,0,0,Asosan,282110,17339
-1,2008,2008,53.43,-168.13,150,15,Okmok,311290,19852
3,1997,1997,53.43,-168.13,0,0,Okmok,311290,19851
2,1986,1988,53.43,-168.13,0,0,Okmok,311290,19850
2,1983,1983,53.43,-168.13,0,0,Okmok,311290,19849
3,1981,1981,53.43,-168.13,0,0,Okmok,311290,19848
1,2011,2011,-14.27,167.5,0,0,Gaua,257020,20938
2,2009,2010,-14.27,167.5,0,0,Gaua,257020,15231
2,1982,1982,-14.27,167.5,0,0,Gaua,257020,15230
1,1981,1981,-14.27,167.5,0,0,Gaua,257020,15229
1,1980,1980,-14.27,167.5,0,0,Gaua,257020,15228
